FAQ_Question,FAQ_Answer,Most_Similar_MOJ_Description,MOJ_Similarity_Score
ماهي شروط الحصول على رخصة التوثيق؟,يشترط في الموثق ما يأتي: أن يكون سعودي الجنسية أن يكون حسن السيرة والسلوك، وألا يكون محكوماً عليه بجريمة مخلة بالدين أو الشرف، أو صدر في حقه قرار تأديبي بالفصل من وظيفة عامة، ولو كان قد رُدّ إليه اعتباره أن يكون لائقاً صحيًا، وسليم الحواس أن يكون حاصلاً على شهادة جامعية في تخصص الشريعة أو الأنظمة من إحدى الكليات في المملكة، أو ما يعادل أيًّا منها، وبتقدير عام لا يقل عن (جيد) أن يجتاز امتحاناً تحريريًا تعده الإدارة المختصة أن يجتاز دورة تدريبية متخصصة في مجال التوثيق وفق ضوابط تحددها اللائحة، ما لم يكن قد عمل -مدة لا تقل عن سنة- قاضياً أو كاتب عدل أو محامياً أو مستشاراً شرعيًا أو نظاميًا أو درّس الفقه أو أصوله أو الأنظمة في إحدى كليات المملكة ألاَّ يكون موظفاً في القطاع العام أو القطاع الخاص، ولا مزاولاً لأي مهنة أخرى عدا مهنة المحاماة,يشترط في الموثق ما يأتي:  1.أن يكون سعودي الجنسية.  2.أن يكون حسن السيرة والسلوك، وألا يكون محكوماً عليه بجريمة مخلة بالدين أو الشرف، أو صدر في حقه قرار تأديبي بالفصل من وظيفة عامة، ولو كان قد رُدّ إليه اعتباره.  3.أن يكون لائقاً صحيًا، وسليم الحواس.  4.أن يكون حاصلاً على شهادة جامعية في تخصص الشريعة أو الأنظمة من إحدى الكليات في المملكة، أو ما يعادل أيًّا منها، وبتقدير عام لا يقل عن (جيد).  5.أن يجتاز امتحاناً تحريريًا تعده الإدارة المختصة.  6.أن يجتاز دورة تدريبية متخصصة في مجال التوثيق وفق ضوابط تحددها اللائحة، ما لم يكن قد عمل -مدة لا تقل عن سنة- قاضياً أو كاتب عدل أو محامياً أو مستشاراً شرعيًا أو نظاميًا أو درّس الفقه أو أصوله أو الأنظمة في إحدى كليات المملكة.  7.ألاَّ يكون موظفاً في القطاع العام أو القطاع الخاص، ولا مزاولاً لأي مهنة أخرى عدا مهنة المحاماة.,0.756593718
متى ترد التكاليف القضائية؟,ترد التكاليف القضائية متى تبين عدم وجوبها على دافعها أو استفادته من إحدى حالات الإعفاء، ومن ذلك: إذا حكم لمصلحة دافع التكاليف القضائية. طلب رد القاضي أو القضاة وتم قبول طلب الرد. طلب تصحيح الحكم وتفسيره إذا قضي بإجابة الطلب. طلب الاستئناف إذا حكم بنقض الحكم المستأنف كليًا فيعفى من قيمة الطلب، إذا نقض الحكم جزئيًا فيعفى بقدر ذلك الجزء، وطلب النقض إذا قضي فيه بإعادة القضية إلى المحكمة مصدرة الحكم المعترض عليه. إذا ترك المدعي دعواه قبل عقد الجلسة الأولى وفقًا للإجراءات النظامية. الدعاوى التي تنتهي بالصلح قبل رفع الجلسة الأولى.,تُرد التكاليف القضائية المدفوعة متى تبين عدم وجوبها على دافعها أو استفادته من حالة من حالات الإعفاء ومن ذلك مايأتي:  1.إذا حكم لمصلحة دافع التكاليف القضائية.  2.طلب رد القاضي أو القضاة إذا قبل طلب الرد.  3.طلب تصحيح الحكم أو تفسيره إذا قضي بإجابة الطلب.  4.طلب الاستئناف إذا حكم بنقض الحكم المستأنف كلياً، وإذا نقض الحكم جزئياً فيعفى بقدر ذلك الجزء، وطلب النقض إذا قضي فيه بإعادة القضية إلى المحكمة مصدرة الحكم المعترض عليه.  5.إذا ترك المدعي عليه دعواه قبل عقد الجلسة الأولى؛ وفقاً للإجراءات النظامية.  6.الدعاوى التي تنتهي بالصلح قبل رفع الجلسة الأولى.  7.الدعاوى المتعلقة بالحقوق الخاصة التي ترفع بالتبعية للقضايا الجزائية إذا انتهت بالصلح على أي حال كانت فيها الدعوى.  وتحدد اللائحة الإجراءات والقواعد الخاصة بذلك.,0.893258587
متى تنقضي الدعوى الجزائية الخاصة؟,وفقًا للمادة (٢٣) من نظام الإجراءات الجزائية تنقضي الدعوى الجزائية الخاصة في إحدى الحالات التالية: صدور حكم نهائي. عفو المجني عليه أو وارثه. ولا يمنع عفو المجني عليه أو وارثه من الاستمرار في دعوى الحق العام.,تنقضي الدعوى الجزائية الخاصة في إحدى الحالتين الآتيتين:  1 - صدور حكم نهائي.  2 - عفو المجني عليه أو وارثه.  ولا يمنع عفو المجني عليه أو وارثه من الاستمرار في دعوى الحق العام.,0.797375091
متى يتم إعلان محضر الحجز؟,يتم إعلان محضر الحجز في موقع نشر بيانات التنفيذ خلال خمسة أيام من تاريخ الحجز، ويعد هذا الإعلان إبلاغًا لجميع من له عـلاقة بالمال المحجوز، ومع ذلك يجب على مأمور التنفيذ أن يبلغ المحجوز عليه وكل من ظهر لقاضي التنفيذ أن له حقًا عينيًّا على المال المحجوز متى كان لهؤلاء عناوين معروفة لدى قاضي التنفيذ.  ,يتم إعلان محضر الحجز في موقع نشر بيانات التنفيذ خلال خمسة أيام من تاريخ الحجز، ويعد هذا الإعلان إبلاغًا لجميع من له عـلاقة بالمال المحجوز، ومع ذلك يجب على مأمور التنفيذ أن يبلغ المحجوز عليه وكل من ظهر لقاضي التنفيذ أن له حقًا عينيًّا على المال المحجوز متى كان لهؤلاء عناوين معروفة لدى قاضي التنفيذ.,0.857715932
متى يتم إيداع المبلغ في حساب جهة الخبرة؟,بعد الاعتماد النهائي للتقرير من قبل القاضي.,1- على الخصم المكلف بإيداع المبلغ المقرر للخبرة أن يودعه خلال يومين من إبلاغه بذلك، وفي حال عدم إيداعه فللخصم الآخر إيداعه خلال ثلاثة أيام.  2- إذا لم يودع المبلغ أي من الخصمين بلا عذر مقبول، فتخطر الإدارة المختصة المحكمة بذلك، وللمحكمة تقرير وقف الدعوى أو سقوط حق الخصم في التمسك بقرار الندب -بحسب الأحوال-، وذلك ما لم يقبل الخبير تأجيل المبلغ حتى صدور الحكم في موضوع الدعوى.,0.612839171
متى يتم تحصيل التكاليف القضائية من المكلف؟,بعد انتهاء مدة الاعتراض على التقدير أو صدور قرار في شأن اعتراضه.,تصدر الإدارة المختصة -التي يحددها وزير العدل- التقدير النهائي لمبلغ التكاليف القضائية للدعوى بعد انتهائها، ويبلغ المكلف بأداء هذه التكاليف، ولا يُحصل مبلغ التكاليف من المكلف إلا بعد انتهاء مدة الاعتراض على التقدير أو صدور قرار في شأن اعتراضه.,0.699702521
متى يتم تحصيل المبلغ من محكمة التنفيذ في حال تم سداد المنفذ ضده للفاتورة؟,ستصل رسالة نصية لاستكمال بيانات الإيداع برابط الدخول موضح فيها رقم الطلب وكلمة المرور، ثم إدخال تفاصيل الطلب ثم تأكيد رمز التحقق ثم تحديث بيانات المستفيد وفي حال تعذر ذلك فيمكن أخذ موعد لاستلام الشيك من المحكمة مباشرة.,توزع حصيلة التنفيذ وتسلم لمستحقيها بموجب محضر يوقعه القاضي ومأمور التنفيذ والمستلم، وإذا كان السداد من حساب المحكمة أو بموجب شيك مصرفي فلا يلزم تدوين محضر بذلك ويكتفى بإرفاق نسخة من أمر الإيداع أو الشيك – بحسب الحال – في ملف طلب التنفيذ.,0.649708755
متى يتم تكليف الخبير بإعداد تقرير الخبرة؟,بعد سداد رسوم أتعاب الخبير من قبل طرف الدعوى، يتم إرسال خطاب تكليف إلى جهة الخبرة للبدء بإعداد التقرير.,1- يقدم الخبير عند إنجاز مهمته المطلوبة منه - وفقاً لما ورد في المادة (السابعة والسبعين) من النظام - تقريراً مؤرخاً وموقعاً منه يتضمن ملخصاً للمهمة وإجراءات الكشف والفحص والتحاليل الفنية التي باشرها، ومشاهداته والنتائج التي خلص إليها بشكل دقيق ومسبب.  2 - عند تعدد الخبراء واختلافهم في الرأي فعليهم أن يقدموا تقريراً واحداً يتضمن رأي كل واحد منهم، وأسانيده.  3 - للمحقق مناقشة الخبير في التقرير الذي قدمه واستدعاؤه لذلك إذا لزم الأمر.  4 - للخبير الذي يستعين به أيٌّ من الخصوم أن يطلب من جهة التحقيق تمكينه من الاطلاع على الأشياء والأوراق والمستندات المتعلقة بطلب الخبرة أو يطلب صوراً منها، ويكون الإذن في ذلك من صلاحية المحقق.  5 - تضم تقارير الخبرة وجميع مرافقاتها إلى ملف الدعوى.,0.634233003
متى يتم صرف النفقة للمستفيد من صندوق النفقة؟,يسعى الصندوق لصرف النفقة الأولى للمستفيد خلال خمسة أيام عمل من تاريخ قبول طلب المستفيد، بعد انتهاء عمليات التدقيق والدراسة، ويتم إشعار المستفيد بقبول طلبه.,يوقف الصندوق صرف النفقة للمستفيد إذا انتفى سبب استحقاقه لها. وعلى كل مستفيد موافاة الصندوق بأي تغيير يؤثر في استحقاقه للنفقة، وذلك خلال عشرة أيام من تاريخ حدوث التغيير.,0.723833166
متى يتم نشر الإعلان في الصحف، وهل يتم الإجراء من قِبل المحكمة أم بطلب من طالب التنفيذ؟,إذا تعذر إبلاغ المدين خلال عشرين يومًا من تاريخ صدور أمر التنفيذ؛ أمر قاضي التنفيذ بنشر الإبلاغ فورًا في الصحيفة اليومية الأوسع انتشارًا في منطقة مقر المحكمة، وتستوفى من المدين نفقة الإعلان مع استيفاء الحق، وذلك حسب ما نصت عليه الفقرة (3) من المادة (34) من نظام التنفيذ.,1- يتم التنفيذ بناءً على طلب يقدمه طالب التنفيذ إلى قاضي التنفيذ، وفقًا للنموذج الذي تحدده اللائحة.  2 - أ - يتحقق قاضي التنفيذ من وجود الصيغة التنفيذية على السند التنفيذي الوارد في الفقرات (1، 2، 3) من المادة (التاسعة) من هذا النظام.  ب - فيما عدا ما ذكر في الفقرة (2-أ) يتحقق قاضي التنفيذ من استيفاء السندات التنفيذية - المذكورة في الفقرات (4، 5، 6، 7، 8) من المادة (التاسعة) - الشروط النظامية، ويضع خاتم التنفيذ عليها، متضمناً عبارة (سند للتنفيذ) مقروناً باسم قاضي التنفيذ، ومحكمته، وتوقيعه.  3 - يصدر قاضي التنفيذ فورًا أمرًا بالتنفيذ إلى المدين مرافقة له نسخة من السند التنفيذي مختومة بخاتم المحكمة بمطابقتها للأصل، ويبلغ المدين وفق أحكام التبليغ التي تحددها اللائحة، فإن تعذر إبلاغ المدين خلال عشرين يومًا من تاريخ صدور أمر التنفيذ؛ أمر قاضي التنفيذ بنشر الإبلاغ فورًا في الصحيفة اليومية الأوسع انتشارًا في منطقة مقر المحكمة، وتستوفى من المدين نفقة الإعلان مع استيفاء الحق.  4 - يتم التنسيق بين وزارة العدل، والجهات ذات العلاقة؛ للإفصاح عن عناوين الأشخاص الذين لا يعرف لهم محل إقامة.,0.667340125
متى يحق للمتدرب التسجيل لدى الإدارة العامة للمحاماة؟,يلزم للمتدرب تقديم طلب التدريب مباشرة، علمًا أن صلاحية إضافة المحامي للمتدرب لديه في قائمة (المتدربون لدي) ببوابة (ناجز) مدتها (90) يومًا، ولا يمكن تقديم الطلب بعد انتهائها، ويلزم إضافة جديدة للتقديم.,يعتبر التدريب في مكاتب المحامين خبرة في طبيعة العمل إذا توافرت الشروط التالية:  أ - أن تتوافر في طالب التدريب شروط القيد في الجدول المنصوص عليها في النظام، وهذه اللائحة -وقت التدريب- عدا شرط الخبرة في طبيعة العمل.  ب - أن يكون التدريب لدى محامي قد أمضى مدة لا تقل عن خمس سنوات في مزاولة المهنة.  جـ - أن يتفرغ المتدرب لهذا العمل طيلة فترة التدريب وبدوام كامل.  د- أن يقيم المتدرب في مدينة مقر مزاولة المهنة، سواء كان المقر هو المقر الرئيس، أو فرعه.  هـ- أن يكون التدريب في طبيعة العمل المنصوص عليها في الفقرة (ج) من هذه المادة.  و- أن يكون التدريب بموجب عقد كتابي بين المحامي والمتدرّب لديه على أن يتضمن العقد مدة التدريب المحددة.  ز - أن يكون ترافع المتدرب في القضايا وتقديم الاستشارات وكالة عن المحامي.  ح - أن يتقدم المتدرب بعد انتهاء فترة تدريبه بطلب القيد في الجدول خلال مدة لا تزيد على سنتين.,0.62452768
متى يحق للمستفيد التقدم بطلب إعادة إصدار ترخيص مأذون أنكحة؟,يحق للمستفيد التقدم بالطلب في حال انتهاء ترخيصه أو إذا تبقى على انتهائه أقل من تسعين يومًا ولم يتقدم بطلب تجديد.,يجب تقديم طلب تجديد الترخيص قبل انقضائه بمدة لا تقل عن (تسعين) يومًا من تاريخ انتهائه، ويكون تقديمه وفقًا للأحكام والإجراءات المنظمة لإصداره المنصوص عليها في النظام واللائحة.,0.605900739
متى يرد مبلغ التكاليف القضائية عند طلب تصحيح الحكم وتفسيره؟,ترد التكاليف القضائية المدفوعة في طلب تصحيح الحكم أو تفسيره إذا قضي بإجابة الطلب.,تُرد التكاليف القضائية المدفوعة متى تبين عدم وجوبها على دافعها أو استفادته من حالة من حالات الإعفاء ومن ذلك مايأتي:  1.إذا حكم لمصلحة دافع التكاليف القضائية.  2.طلب رد القاضي أو القضاة إذا قبل طلب الرد.  3.طلب تصحيح الحكم أو تفسيره إذا قضي بإجابة الطلب.  4.طلب الاستئناف إذا حكم بنقض الحكم المستأنف كلياً، وإذا نقض الحكم جزئياً فيعفى بقدر ذلك الجزء، وطلب النقض إذا قضي فيه بإعادة القضية إلى المحكمة مصدرة الحكم المعترض عليه.  5.إذا ترك المدعي عليه دعواه قبل عقد الجلسة الأولى؛ وفقاً للإجراءات النظامية.  6.الدعاوى التي تنتهي بالصلح قبل رفع الجلسة الأولى.  7.الدعاوى المتعلقة بالحقوق الخاصة التي ترفع بالتبعية للقضايا الجزائية إذا انتهت بالصلح على أي حال كانت فيها الدعوى.  وتحدد اللائحة الإجراءات والقواعد الخاصة بذلك.,0.620780924
متى يستحق مستفيد صندوق النفقة الدفعة القادمة في حال حصل على الصرف في اليوم الخامس عشر من الشهر؟,تعتبر أول نفقة يصرفها الصندوق خلال الشهر هي نفقة هذا الشهر الذي قُبل فيه الطلب، وبعدها يتم صرف النفقات بشكل دوري للمستفيد في اليوم الخامس من كل شهر ميلادي.,يوقف الصندوق صرف النفقة للمستفيد إذا انتفى سبب استحقاقه لها. وعلى كل مستفيد موافاة الصندوق بأي تغيير يؤثر في استحقاقه للنفقة، وذلك خلال عشرة أيام من تاريخ حدوث التغيير.,0.600741277
متى يصدر التقدير النهائي لمبلغ التكاليف القضائية للدعوى؟,يصدر التقدير النهائي بعد انتهاء الدعوى، ولا يُحصل مبلغ التكاليف من المكلف إلا بعد انتهاء مدة الاعتراض على التقدير أو صدور قرار في شأن اعتراضه.,تصدر الإدارة المختصة -التي يحددها وزير العدل- التقدير النهائي لمبلغ التكاليف القضائية للدعوى بعد انتهائها، ويبلغ المكلف بأداء هذه التكاليف، ولا يُحصل مبلغ التكاليف من المكلف إلا بعد انتهاء مدة الاعتراض على التقدير أو صدور قرار في شأن اعتراضه.,0.775865621
متى يمكن التقدم بطلب رد قاضي؟,إذا قام بالقاضي سبب للرد ولم يتنح جاز للخصم طلب رده.,إذا قام بالقاضي سبب للرد ولم يتنح جاز للخصم طلب رده، فإن لم يكن سبب الرد من الأسباب المنصوص عليها في المادة (السادسة والتسعين) من هذا النظام، وجب تقديم طلب الرد قبل تقديم أي دفع أو دفاع في القضية وإلا سقط الحق فيه. ومع ذلك يجوز طلب الرد إذا حدثت أسبابه بعد ذلك، أو إذا أثبت طالب الرد أنه كان لا يعلم بها. وفي جميع الأحوال لا يقبل طلب الرد بعد قفل باب المرافعة.,0.71196493
متى يمكن طلب ندب خبير؟,للمحكمة -من تلقاء نفسها أو بناءً على طلب أحد الخصوم- أن تقرر ندب خبير أو أكثر؛ لإبداء رأيه في المسائل الفنية التي يستلزمها الفصل في الدعوى، وفقًا للمادة (١١٠) من نظام الإثبات.,للمحكمة -من تلقاء نفسها أو بناء على طلب أحد الخصوم- أن تقرر ندب خبير أو أكثر؛ لإبداء رأيه في المسائل الفنية التي يستلزمها الفصل في الدعوى.  يراعى في اختيار الخبير تناسب معارفه الفنية وخبراته مع موضوع النزاع.  إذا اتفق الخصوم على اختيار خبير أو أكثر أقرت المحكمة اتفاقهم.,0.744693236
متى يمكن للمحضون السفر؟,مع مراعاة ما تقضي به الأحكام النظامية ذات العلاقة، يخضع السفر بالمحضون إلى خارج المملكة للأحكام الآتية: 1. لا يجوز للحاضن إذا كان أحد الوالدين السفر بالمحضون إلى خارج المملكة مدة تزيد على (تسعين) يوماً في السنة إلا بموافقة الوالد الآخر، والولي على النفس في حال وفاة الوالد. 2. لا يجوز للحاضن من غير الوالدين السفر بالمحضون إلى خارج المملكة مدة تزيد على (ثلاثين) يوماً في السنة إلا بموافقة الوالدين أو أحدهما في حال وفاة الآخر، والولي على النفس في حال وفاتهما.,مع مراعاة ما تقضي به الأحكام النظامية ذات العلاقة، يخضع السفر بالمحضون إلى خارج المملكة للأحكام الآتية:  1- لا يجوز للحاضن إذا كان أحد الوالدين السفر بالمحضون إلى خارج المملكة مدة تزيد على (تسعين) يوماً في السنة إلا بموافقة الوالد الآخر، والولي على النفس في حال وفاة الوالد.  2- لا يجوز للحاضن من غير الوالدين السفر بالمحضون إلى خارج المملكة مدة تزيد على (ثلاثين) يوماً في السنة إلا بموافقة الوالدين أو أحدهما في حال وفاة الآخر، والولي على النفس في حال وفاتهما.,0.924528222
متى ينعقد الاختصاص المكاني لمحكمة المدعي؟, يكون الاختصاص للمحكمة التي يقع في نطاق اختصاصها مكان إقامة المدعي إذا لم يكن للمدعى عليه مكان إقامة في المملكة.  يكون للمدعي بالنفقة الخيار في إقامة الدعوى في المحكمة التي يقع في نطاق اختصاصها مكان إقامة المدعى عليه أو المدعي.  للمرأة - في المسائل الزوجية والحضانة والزيارة ومن عضلها أولياؤها - الخيار في إقامة دعواها في بلدها أو بلد المدعى عليه.,1- يكون الاختصاص للمحكمة التي يقع في نطاق اختصاصها مكان إقامة المدعى عليه، فإن لم يكن لـه مكان إقامة في المملكة فيكون الاختصاص للمحكمة التي يقع في نطاق اختصاصها مكان إقامة المدعي.  2- إذا لم يكن للمدعي والمدعى عليه مكان إقامة في المملكة فللمدعي إقامة دعواه في إحدى محاكم مدن المملكة.  3- إذا تعدد المدعى عليهم يكون الاختصاص للمحكمة التي يقع في نطاق اختصاصها مكان إقامة الأكثرية، وفي حال التساوي يكون المدعي بالخيار في إقامة الدعوى أمام أي محكمة يقع في نطاق اختصاصها مكان إقامة أحدهم.,0.715198211
من المختص في فصل المنازعات في محكمة التنفيذ؟,يختص قاضي التنفيذ بالفصل في منازعات التنفيذ مهما كانت قيمتها، وفقًا لأحكام القضاء المستعجل، ويختص كذلك بإصدار القرارات والأوامر المتعلقة بالتنفيذ، وله الأمر بالاستعانة بالشرطة أو القوة المختصة، وكذلك الأمر بالمنع من السفر ورفعه، والأمر بالحبس والإفراج، والأمر بالإفصاح عن الأصول، والنظر في دعوى الإعسار.,يختص قاضي التنفيذ بالفصل في منازعات التنفيذ مهما كانت قيمتها، وفقًا لأحكام القضاء المستعجل، ويختص كذلك بإصدار القرارات والأوامر المتعلقة بالتنفيذ، وله الأمر بالاستعانة بالشرطة أو القوة المختصة، وكذلك الأمر بالمنع من السفر ورفعه، والأمر بالحبس والإفراج، والأمر بالإفصاح عن الأصول، والنظر في دعوى الإعسار .,0.870326641
من هم الأشخاص الذين توزع عليهم حصيلة التنفيذ؟,توزع حصيلة التنفيذ - بأمر من قاضي التنفيذ - على الدائنين الحاجزين، ومن يعد طرفًا في الإجراءات.,توزع حصيلة التنفيذ - بأمر من قاضي التنفيذ - على الدائنين الحاجزين، ومن يعد طرفًا في الإجراءات.,0.848868585
من هم الأشخاص الذين لا تفرض عليهم تكاليف قضائية؟,المسجونون والموقوفون وقت استحقاق التكاليف القضائية في قضايا مالية غير جنائية في الدعاوى التي تقام سواء كانت منهم أو عليهم. العمال المشمولون بنظام العمل والمستثنون منه والمستحقون عنهم للمطالبة بمستحقاتهم الناشئة عن عقود العمل. الوزارات والأجهزة الحكومية. تتحمل الدولة التكاليف القضائية المستحقة على مستفيدي الضمان الاجتماعي.,مع مراعاة ما تقضي به الأنظمة والمعاهدات والاتفاقيات الدولية التي تكون المملكة طرفاً، لا تفرض التكاليف القضائية على الفئات الآتية:  1.المسجونون والموقوفون وقت استحقاق التكاليف القضائية في قضايا مالية غير جنائية، في الدعاوى التي تقام سواءً كانت منهم أو عليهم.  2.العمال المشمولون بنظام العمل والمستثنون منه والمستحقون عنهم؛ للمطالبة بمستحقاتهم الناشئة عن عقود عمل.  3.الوزارات والأجهزة الحكومية.  وتحدد اللائحة الإجراءات والقواعد الخاصة بذلك.,0.785436187
من هم الأقارب حتى الدرجة الرابعة؟,الدرجة الأولى: الأب، الأم، الابن، البنت. الدرجة الثانية: الأخ، الأخت، الجد، الجدة، وابن الابن، وبنت الابن، ابن البنت، بنت البنت. الدرجة الثالثة: العم، الخال، العمة، والخالة، ابن الأخ، ابنة الأخت. الدرجة الرابعة: أبناء وبنات العم أو العمة، أبناء وبنات الخال أو الخالة. بناءً على تعديل المادة الثانية  من قرار وزير العدل بتعديل  المادة (7/ 1) من اللائحة التنفيذية لنظام المرافعات الشرعية.,الدرجة الأولى: الأب، الأم، الابن، البنت.  الدرجة الثانية: الأخ، الأخت، الجد، الجدة، ابن الابن، بنت الابن، ابن البنت، بنت البنت.  الدرجة الثالثة: العم، الخال، العمة، الخالة، ابن الأخ، بنت الأخت.  الدرجة الرابعة: أبناء وبنات العم أو العمة، أبناء وبنات الخال أو الخالة.,0.607168881
من هي الجهة المصدرة لسند دفع التكاليف القضائية؟,إدارة التكاليف القضائية:      وذلك بتحديد قيمة الدعوى أو الطلبات وفق ما يقضي به النظام أو اللائحة، ويبلغ به المدعي أو صاحب الطلب عند قيد الدعوى أو الطلب.      يعتبر التقدير النهائي الصادر عن الإدارة سندًا تنفيذيًا ويستوفى وفقًا لما تحدده اللائحة.,تصدر الإدارة المختصة -التي يحددها وزير العدل- التقدير النهائي لمبلغ التكاليف القضائية للدعوى بعد انتهائها، ويبلغ المكلف بأداء هذه التكاليف، ولا يُحصل مبلغ التكاليف من المكلف إلا بعد انتهاء مدة الاعتراض على التقدير أو صدور قرار في شأن اعتراضه.,0.679854724
من يتحمل التكاليف القضائية في حال تعدد المدعين أو المدعى عليهم؟,يتحملها الأطراف الخاسرين للدعوى، كل بحسب مطالبته وحسب قيمتها.,1.يتحمل المحكوم عليه قيمة التكاليف القضائية المقررة للدعوى والطلبات المتصلة بها أو قسطاً منها، ما لم ينص النظام أو اللائحة على غير ذلك، وذلك دون إخلال بحق ذوي الشأن في المطالبة بالتعويض. وفي حال كان المدعي غير محق في جزء من طلباته، فيتحمل قسط ذلك الجزء.  2.إذا انتهت الدعوى بالصلح فيتحمل أطراف الدعوى التكاليف القضائية بالتساوي، ما لم يتفقوا على غير ذلك.,0.711460043
من يتحمل التكاليف القضائية في حال رد الدعوى؟,يتحملها المدعي.,1.يتحمل المحكوم عليه قيمة التكاليف القضائية المقررة للدعوى والطلبات المتصلة بها أو قسطاً منها، ما لم ينص النظام أو اللائحة على غير ذلك، وذلك دون إخلال بحق ذوي الشأن في المطالبة بالتعويض. وفي حال كان المدعي غير محق في جزء من طلباته، فيتحمل قسط ذلك الجزء.  2.إذا انتهت الدعوى بالصلح فيتحمل أطراف الدعوى التكاليف القضائية بالتساوي، ما لم يتفقوا على غير ذلك.,0.719982076
من يتحمل التكاليف القضائية لطلب التنفيذ؟,يتحمل المنفذ ضده التكاليف القضائية لطلب التنفيذ، ما لم يثبت أن طالب التنفيذ غير مستحق لمطالبته، فيتحمل طالب التنفيذ كامل التكاليف القضائية، وإن كان طالب التنفيذ غير مستحق لجزء من مطالبته، فيتحمل من التكاليف بقدر هذا الجزء.,تُقدّر التكاليف القضائية لطلب التنفيذ المباشر بمبلغ قدره خمسمائة ريال، وفيما يتعلق بباقي طلبات التنفيذ، فتقدر التكاليف القضائية بنسبة اثنين في المائة (2%) من قيمة المطالبة على ألا تقل هذه التكاليف عن خمسمائة ريال ولا تزيد على عشرة آلاف ريال.  ويتحمل المنفذ ضده التكاليف القضائية لطلب التنفيذ ما لم يثبت أن طالب التنفيذ غير مستحق لمطالبته، فيتحمل طالب التنفيذ كامل التكاليف القضائية، وإذا كان طالب التنفيذ غير مستحق لجزء من مطالبته، فيتحمل من التكاليف القضائية بقدر هذا الجزء.,0.817811406
من يتحمل سداد مبالغ التكاليف القضائية؟,يتحمل المحكوم عليه قيمة التكاليف القضائية المقررة للدعوى والطلبات المتصلة بها أو قسطًا منها، ما لم ينص النظام أو اللائحة على غير ذلك، وذلك دون إخلال بحق ذوي الشأن في المطالبة بالتعويض. وفي حال كان المدعي غير محق في جزء من طلباته، فيتحمل قسط ذلك الجزء.,1.يتحمل المحكوم عليه قيمة التكاليف القضائية المقررة للدعوى والطلبات المتصلة بها أو قسطاً منها، ما لم ينص النظام أو اللائحة على غير ذلك، وذلك دون إخلال بحق ذوي الشأن في المطالبة بالتعويض. وفي حال كان المدعي غير محق في جزء من طلباته، فيتحمل قسط ذلك الجزء.  2.إذا انتهت الدعوى بالصلح فيتحمل أطراف الدعوى التكاليف القضائية بالتساوي، ما لم يتفقوا على غير ذلك.,0.837652233
هل التسجيل في صندوق النفقة يكون باسم المستفيد أو ولي الأمر؟,في حال كان التقديم بناءً على حكم قضائي، فيكون التقديم بواسطة من حكم له باستلام النفقة. أما في حال التقدم للصندوق بناءً على دعوى مرفوعة في المحاكم المختصة فيحق للحاضن أو الوكيل الشرعي تقديم الطلب في صندوق النفقة في حال كان عمر المستفيدين أقل من 18 عام، وفي حال كان المستفيد أكبر من 18 عام فيكون تقديم الطلب من قبل المستفيد شخصيًا أو وكيله الشرعي.,"يتولى الصندوق المهمات الآتية:  1- صرف النفقة لمن صدر له حكم قضائي باستحقاقها، ولم ينفذ لغير عذر الإعسار، وذلك وفقاً للإجراءات التي تحددها اللائحة.  2- صرف النفقة لمن صدر له أمر قضائي بها ولا تزال مطالبته بها منظورة أمام المحكمة، وذلك وفقاً للإجراءات التي تحددها اللائحة.  3- صرف نفقة مؤقتة للمستفيد قبل صدور حكم بالنفقة؛ وذلك وفقاً لإجراءات يحددها المجلس. على أن يقوم الصندوق باستردادها من المبالغ المستحقة للمستفيد بموجب حكم النفقة، وإذا حكم برفض النفقة وجب عليه رد ما صرف له من الصندوق خلال شهرين من تاريخ اكتساب الحكم القطعية. وللصندوق اتخاذ الإجراءات النظامية اللازمة لاسترداد ما صرفه إذا انقضت تلك المدة دون رده.  4- مطالبة كل من تولى الصندوق عنه صرف النفقة الواجبة عليه باسترداد ما صرف عنه, وذلك بأن يحل الصندوق محل المستفيد في المطالبة بتنفيذ الحكم القضائي.",0.621851321
هل بالإمكان تنفيذ صك حكم لا يحتوي على الصيغة التنفيذية؟,لا يجوز ذلك، حيث أنه يلزم أن يتحقق قاضي التنفيذ من وجود الصيغة التنفيذية على السند التنفيذي الوارد في الفقرات (٣،٢،١) من المادة (٩) من النظام، وفقًا لم نص عليه في الفقرة (٢/أ) للمادة (٣٤) من نظام التنفيذ. إلا أنه لا يلزم وجود الصيغة التنفيذية على الأحكام المشمولة بالنفاذ المعجل، وفقًا لم نص عليه في التعميم القضائي رقم ١٣/ت/٨٥٨٦ بتاريخ ١٤٤٣/٠١/١٨ هـ.,1- يجب أن يختم صك الحكم -الذي يكون التنفيذ بموجبه- بخاتم المحكمة بعد أن يذيل بالصيغة التنفيذية التالية: (يطلب من جميع الوزارات والأجهزة الحكومية الأخرى العمل على تنفيذ هذا الحكم بجميع الوسائل النظامية المتبعة ولو أدى إلى استعمال القوة الجبرية عن طريق الشرطة).  2- لا يسلم صك الحكم إلا إلى الخصم الذي له مصلحة في تنفيذه، ومع ذلك يجوز تزويد كل ذي مصلحة بنسخة من صك الحكم مجردة من الصيغة التنفيذية.,0.685144009
